"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","LicenseFileCount","RootLicenseFiles","ComponentLicenseFiles","AmbiguousLicenseFiles","SplitLicenseHint","SniffedLicenseFiles","Sha1","PackVersion","ModrinthProjectId","ModrinthSlug","ModrinthTitle","ModrinthLicenseId","ModrinthLicenseName","ModrinthLicenseUrl","ModrinthLicenseCategory","ModrinthUrl","LicenseAgreement"
"[1.21.1] SecurityCraft v1.10.2.1.jar","False","","NeoForge","securitycraft, neoforge, minecraft","SecurityCraft","${file.jarVersion}","Geforce, bl4ckscor3, Redstone_Dubstep, and ChainmailPickaxe","Thanks to all of you guys for your support!","MIT https://github.com/Geforce132/SecurityCraft/blob/master/LICENSE","MIT","Permissive","https://discord.gg/U8DvBAW","http://github.com/Geforce132/SecurityCraft/issues","","0","","","","False","","8760079e80039f982f1a92d3ee9d60a2bcab3251","v0.0.1-Alpha","v8jzRtAt","security-craft","SecurityCraft","MIT","MIT License","","Permissive","https://modrinth.com/mod/security-craft","Match"
"[Neoforge]ctov-3.6.3.jar","False","","NeoForge","ctov, lithostitched, neoforge, minecraft","ChoiceTheorem's Overhauled Village","3.6.3","ChoiceTheorem","","BY-NC-ND-4.0","CC BY-NC-ND","CC (no derivatives)","https://modrinth.com/mod/ct-overhaul-village","https://github.com/ChoiceTheorem/ChoiceTheorem-s-overhauled-village/issues","","0","","","","False","","c5fe733d743af20f84eb87dd75b5bb57684f3e05","v0.0.1-Alpha","fgmhI8kH","ct-overhaul-village","ChoiceTheorem's Overhauled Village","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/ct-overhaul-village","Match"
"accelerated-decay-neoforge-21.0.0.jar","False","","NeoForge","accelerateddecay, neoforge, minecraft, architectury","Accelerated Decay","21.0.0","ErrorMikey","","GPL3","GPL","Strong copyleft","","https://github.com/Nanite/AcceleratedDecay/issues","","0","","","","False","","b023fe4daf1379f0f4233bea02ba112f3854db3e","v0.0.1-Alpha","laX5CckD","accelerated-decay","Accelerated Decay","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/accelerated-decay","MISMATCH"
"aces_spell_utils-1.2.7.0-1.21.1.jar","False","","NeoForge","aces_spell_utils, neoforge, minecraft","Ace's Spell Utils","1.2.7.0-1.21.1","Ace The Eldritch King","","MIT","MIT","Permissive","","","","0","","","","False","","c3ed4efdec81017f5f64bb3176fedf98c60f1e5e","v0.0.1-Alpha","7Jy4rK9m","aces-spell-utils","Ace's Spell Utils","MIT","MIT License","","Permissive","https://modrinth.com/mod/aces-spell-utils","Match"
"additional_lights-neoforge-1.21-2.1.10.jar","False","","NeoForge","additional_lights, neoforge, minecraft","Additional Lights","2.1.10","mgen256","","MIT License","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/additional-lights","","","0","","","","False","","8dc485146437e8ac40dd29e10747601fd4e372ca","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"AdditionalEnchantedMiner-1.21.1-neoforge-21.1.153.jar","False","","NeoForge","quarryplus, neoforge","QuarryPlus","21.1.153","Kotori316","Kotori316","GNU Lesser General Public License v3.0","LGPL","Weak copyleft","https://github.com/Kotori316/QuarryPlus","https://github.com/Kotori316/QuarryPlus/issues","","0","","","","False","","52caa75215b244871e274152fb2174320287ca72","v0.0.1-Alpha","jhxX1zVW","additional-enchanted-miner","Additional Enchanted Miner","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/additional-enchanted-miner","Match"
"addonslib-neoforge-1.21.1-1.13.jar","False","","NeoForge","addonslib, neoforge, minecraft","AddonsLib","1.21.1-1.13","Samlegamer","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/addonslib","https://github.com/Samlegamer/AddonsLib","LICENSE_AddonsLib","1","LICENSE_AddonsLib","","","False","","bd45556ba6b476e7656a6c97e9f398e5f0a91f2c","v0.0.1-Alpha","cl5ec0Qm","addonslib","AddonsLib","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/addonslib","Match"
"AdvancedAE-1.6.11-1.21.1.jar","False","","NeoForge","advanced_ae, neoforge, minecraft, ae2, ae2addonlib, geckolib, ae2wtlib_api, ae2wtlib","Advanced AE","1.6.11-1.21.1","Pedroksl","Ridanisaurus Rid for texture style, Jm³ and Sea_Kerman for models","LGPL-3.0","LGPL","Weak copyleft","https://github.com/pedroksl/AdvancedAE","https://github.com/pedroksl/AdvancedAE/issues","","0","","","","False","","0af8033f7291b9f5062b229053e16b439a906db9","v0.0.1-Alpha","rxYaglEe","advancedae","AdvancedAE","LGPL-3.0-or-later","GNU Lesser General Public License v3.0 or later","","Weak copyleft","https://modrinth.com/mod/advancedae","Match"
"advancednetherite-neoforge-2.3.1-1.21.1.jar","False","","NeoForge","advancednetherite, neoforge, minecraft","Advanced Netherite","2.3.1","Autovw","","GNU General Public License v3.0","GPL","Strong copyleft","https://github.com/Autovw/AdvancedNetherite/wiki","https://github.com/Autovw/AdvancedNetherite/issues","","0","","","","False","","99003aafa635f316bdcf2db4a70989890a4d944d","v0.0.1-Alpha","CFX9ftUJ","advanced-netherite","Advanced Netherite","LicenseRef-Custom","","https://github.com/Autovw/AdvancedNetherite/blob/1.18.X/LICENSE","Custom (LicenseRef)","https://modrinth.com/mod/advanced-netherite","ModrinthCustom"
"AdvancedPeripherals-1.21.1-0.7.62b.jar","False","","NeoForge","advancedperipherals, neoforge, minecraft, computercraft, ae2, minecolonies, patchouli, mekanism","Advanced Peripherals","0.7.62b","Srendi","","All rights reserved","All Rights Reserved","ARR - check terms","https://docs.intelligence-modding.de/","https://github.com/Seniorendi/AdvancedPeripherals/issues","","0","","","","False","","fcbd66eb380e2712c0d00c1c7fb1c55bf0cdc470","v0.0.1-Alpha","SOw6jD6x","advancedperipherals","Advanced Peripherals","Apache-2.0","Apache License 2.0","","Permissive","https://modrinth.com/mod/advancedperipherals","MISMATCH"
"AdvancementPlaques-1.21.1-neoforge-1.6.8.jar","False","","NeoForge","advancementplaques, neoforge, minecraft, iceberg, prism, toastcontrol","Advancement Plaques","1.6.8","Grend","","CC BY-NC-ND 4.0","CC BY-NC-ND","CC (no derivatives)","https://anthonyhilyard.com/","","","0","","","","False","","829d33e71b30e9158d772f5963bb6020f6026d78","v0.0.1-Alpha","9NM0dXub","advancement-plaques","Advancement Plaques","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/advancement-plaques","Match"
"ae2ct-1.21.1-1.1.1.jar","False","","NeoForge","ae2ct, neoforge, minecraft, ae2","AE2:Crafting Tree","1.21.1-1.1.1","Neuvillette","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","2e425a9dc8891bdcd3b2914506d1bc33414b61be","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ae2importexportcard-1.21.1-1.5.0.jar","False","","NeoForge","ae2importexportcard, ae2, ae2wtlib, neoforge, minecraft","AE2 Import Export Card","1.21.1-1.5.0","Ultramega","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/ae2-import-export-card","https://github.com/starforcraft/AE2-Import-Export-Card/issues/new/choose","","0","","","","False","","4434d42eace0e574ecb42dffb7770f9f927d71e1","v0.0.1-Alpha","qelfSMnn","ae2-import-export-card","AE2 Import Export Card","MIT","MIT License","","Permissive","https://modrinth.com/mod/ae2-import-export-card","Match"
"ae2jeiintegration-1.2.1.jar","False","","NeoForge","ae2jeiintegration, ae2, jei","AE2 JEI Integration","1.2.1","Tamaized, mezz","","LGPL-3.0","LGPL","Weak copyleft","","","","0","","","","False","","e99898b3e9c32bf6ac757e7ad50247746622cdfc","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"AE2NetworkAnalyzer-1.21-2.1.5-neoforge.jar","False","","NeoForge","ae2netanalyser, neoforge, minecraft, ae2, glodium","AE2NetworkAnalyzer","1.21-2.1.5-neoforge","GlodBlock","bdew","LGPL-3.0","LGPL","Weak copyleft","https://github.com/GlodBlock/ExtendedAE","https://github.com/GlodBlock/ExtendedAE/issues","","0","","","","False","","c6cb26a2031687d801bf1763dc0c75cd92f3715c","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ae2wtlib-19.5.0.jar","False","","NeoForge","ae2wtlib, ae2wtlib_api, ae2, curios, extendedae, megacells","AE2WTLib","19.5.0","mari_023, Ridanisaurus","","MIT","MIT","Permissive","","https://github.com/Mari023/AE2WirelessTerminalLibrary/issues","","0","","","","False","","de72e7f4d8d9d29dbe7f8790644b32f6c5b9655f","v0.0.1-Alpha","pNabrMMw","applied-energistics-2-wireless-terminals","Applied Energistics 2 Wireless Terminals","MIT","MIT License","","Permissive","https://modrinth.com/mod/applied-energistics-2-wireless-terminals","Match"
"aeinfinitybooster-neoforge-1.21.1-1.0.0.54.jar","False","","NeoForge","aeinfinitybooster, neoforge, minecraft, ae2","AEInfinityBooster","1.21.1-1.0.0.54","Hexeption","","GNU Lesser General Public License","LGPL","Weak copyleft","","","","0","","","","False","","d00daf281a852358022b936a21ae272578f00afd","v0.0.1-Alpha","VQhDBNs8","aeinfinitybooster","AEInfinityBooster","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/aeinfinitybooster","Match"
"aether_protect_your_moa-1.21.1-1.0.0-neoforge.jar","False","","NeoForge","aether_protect_your_moa, neoforge, aether, minecraft","Protect Your Moa","1.0.0","bconlon, Oz Payn","The Aether Team","Assets: All Rights Reserved; Code: LGPL-3.0","Assets: All Rights Reserved; Code: LGPL-3.0","Split / multiple - review","https://modrinth.com/mod/aether-protect-your-moa","https://github.com/The-Aether-Team/Protect-Your-Moa/issues","","0","","","","False","","3fb4e3df7f3ad33f80c76c4cb77e5041fcce1409","v0.0.1-Alpha","6KeEgbxe","aether-protect-your-moa","Aether Addon: Protect Your Moa","LicenseRef-Custom","","https://github.com/The-Aether-Team/Protect-Your-Moa#scroll-license-information","Custom (LicenseRef)","https://modrinth.com/mod/aether-protect-your-moa","ModrinthCustom"
"aether-1.21.1-1.5.10-neoforge.jar","False","","NeoForge","aether, neoforge, minecraft","The Aether","1.5.10","AlphaMode, baguchi, bconlon, Blodhgarm, Burning Cactus, Drullkus, Hugo Payn, Jaryt, Katie 'Oz' Payn, quek, Raptor, reetam, RENREN, sunsette","The Aether Team, former Aether Team Collaborators for their prior work on The Aether Mod, Modding Legacy for their work on Aether Legacy, GitHub contributors for their additional help, and the Wisp Forest Team for Accessories, the source code of which can be found at https://github.com/wisp-forest","Assets: All Rights Reserved; Code: LGPL-3.0","Assets: All Rights Reserved; Code: LGPL-3.0","Split / multiple - review","https://modrinth.com/mod/aether","https://github.com/The-Aether-Team/The-Aether/issues","","0","","","","False","","7554b1dd391b8dd06a810918ec705d0493f693eb","v0.0.1-Alpha","YhmgMVyu","aether","The Aether","LicenseRef-Custom","","https://github.com/The-Aether-Team/The-Aether#scroll-license-information","Custom (LicenseRef)","https://modrinth.com/mod/aether","ModrinthCustom"
"AetherVillages-1.21.1-1.0.8-neoforge.jar","False","","NeoForge","aether_villages, neoforge, minecraft, architectury","Aether Villages","1.0.8","Aureljz, DiamondTown","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","0795d6a8934c90475c930149940937d6bea515af","v0.0.1-Alpha","3P2XnNW6","aether-villages","Aether Villages","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/aether-villages","Match"
"alltheleaks-1.1.9+1.21.1-neoforge.jar","False","","NeoForge","alltheleaks, neoforge, minecraft, irons_spellbooks, railcraft, geckolib, entityculling, dummmmmmy, pneumaticcraft, ambientsounds, occultism","All The Leaks","1.1.9+1.21.1-neoforge","Uncandango","","MIT","MIT","Permissive","","","","0","","","","False","","2e9d1bc9bb9801af070f59a808db232c2a6526dd","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"Almanac-1.21.1-2-neoforge-1.5.2.jar","False","","NeoForge","almanac, neoforge, minecraft","Almanac","1.5.2","frikinjay","","GNU LGPL 3.0","LGPL","Weak copyleft","","https://github.com/frikinjay/almanac","","0","","","","False","","d613dbc38ca5bcc718408db432385c2e67ac763f","v0.0.1-Alpha","Gi02250Z","almanac","Almanac","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/almanac","Match"
"almostunified-neoforge-1.21.1-1.4.2.jar","False","","NeoForge","almostunified, neoforge, minecraft, jei, roughlyenoughitems, emi","AlmostUnified","1.21.1-1.4.2","Almost Reliable","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/AlmostReliable/almostunified/issues","","0","","","","False","","f9a58fa95780f4b045d30559c1fdaedaa7f0fba3","v0.0.1-Alpha","sdaSaQEz","almostunified","Almost Unified","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/almostunified","Match"
"AmbientSounds_NEOFORGE_v6.3.8_mc1.21.1.jar","False","","NeoForge","ambientsounds, neoforge, minecraft, creativecore","AmbientSounds","6.3.8","CreativeMD","","LGPL-3.0-only","LGPL","Weak copyleft","https://modrinth.com/mod/ambientsounds","https://github.com/CreativeMD/AmbientSounds/issues","","0","","","","False","","c79ab328b2c46068effebdcb3f26e98dc4404cb0","v0.0.1-Alpha","fM515JnW","ambientsounds","AmbientSounds","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/ambientsounds","Match"
"amendments-neoforge-1.21-2.1.7.jar","False","","NeoForge","amendments, neoforge, minecraft, moonlight","Amendments","1.21-2.1.7","MehVahdJukaar, Plantkillable","MehVahdJukaar","Supplementaries Team License v.1.5","Supplementaries Team License v.1.5","Custom - review manually","","https://github.com/MehVahdJukaar/amendments/issues","LICENSE_Amendments.md","1","LICENSE_Amendments.md","","","False","","69b9a6243a1513f7e40780367c40d23a4d687439","v0.0.1-Alpha","6iTJugQR","amendments","Amendments","LicenseRef-Supplementaries-Team-License-1.1","","https://github.com/MehVahdJukaar/Supplementaries-Team-License/blob/main/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/amendments","ModrinthCustom"
"aperture_innovations-neoforge-2.1.1.jar","False","","NeoForge","aperture_innovations, neoforge, minecraft, geckolib","Aperture Innovations","2.1.1","mistersecret312","","MIT","MIT","Permissive","","","","0","","","","False","","38568a44bfc3d20dfc2815a15cca955d8c926293","v0.0.1-Alpha","GsmkmPdY","aperture-innovations","Aperture Innovations - Portal Gun","MIT","MIT License","","Permissive","https://modrinth.com/mod/aperture-innovations","Match"
"Apotheosis-1.21.1-8.5.4.jar","False","","NeoForge","apotheosis, minecraft, neoforge, placebo, apothic_attributes, apothic_spawners, apothic_enchanting, curios, gateways","Apotheosis","8.5.4","Shadows_of_Fire","","MIT License (code) / All Rights Reserved (assets)","MIT License (code) / All Rights Reserved (assets)","Split / multiple - review","https://www.curseforge.com/minecraft/mc-mods/apotheosis","","","0","","","","False","","24c28cdf26514148a92f7b8c620ec54a2cd2c9ca","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ApothicAttributes-1.21.1-2.9.1.jar","False","","NeoForge","apothic_attributes, minecraft, neoforge, placebo","Apothic Attributes","2.9.1","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","0","","","","False","","55f1201784b250d4304c67ccf6274928bc894f29","v0.0.1-Alpha","DGaH8Rh0","apothic-attributes","Apothic Attributes","MIT","MIT License","","Permissive","https://modrinth.com/mod/apothic-attributes","Match"
"ApothicEnchanting-1.21.1-1.5.3.jar","False","","NeoForge","apothic_enchanting, minecraft, neoforge, placebo, apothic_attributes","Apothic Enchanting","1.5.3","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","0","","","","False","","751276a13db49a5f2202e50715b8864f5ae40cb6","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ApothicSpawners-1.21.1-1.3.4.jar","False","","NeoForge","apothic_spawners, minecraft, neoforge, placebo","Apothic Spawners","1.3.4","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","0","","","","False","","26d701238bdb76a497a64f588409419ad067e557","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"Applied-Mekanistics-1.6.3.jar","False","","NeoForge","appmek, neoforge, ae2, mekanism","Applied Mekanistics","1.6.3","ramidzkh","","See GitHub repository for details","See GitHub repository for details","Custom - review manually","https://github.com/AppliedEnergistics/Applied-Mekanistics#readme","https://github.com/AppliedEnergistics/Applied-Mekanistics/issues","","0","","","","False","","bec4a47269ec23bca2329742e13409bfde69c5c3","v0.0.1-Alpha","IiATswDj","applied-mekanistics","Applied Mekanistics","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/applied-mekanistics","MISMATCH"
"appliede-1.0.8-beta.jar","False","","NeoForge","appliede, ae2, projecte, ae2wtlib, teamprojecte","AppliedE","1.0.8-beta","90","","LGPLv3.0","LGPL","Weak copyleft","https://github.com/62832/AppliedE","https://github.com/62832/AppliedE/issues","LICENSE_appliede","1","LICENSE_appliede","","","False","","86e302e0d2ee039b74590d13caf50d9636957cfc","v0.0.1-Alpha","SyKS54UY","appliede","AppliedE","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/appliede","Match"
"appliedenergistics2-19.2.17.jar","False","","NeoForge","ae2, neoforge, minecraft, guideme, emi, theoneprobe, jade, vanillafix","Applied Energistics 2","19.2.17","Team AppliedEnergistics","","See GitHub repository for details","See GitHub repository for details","Custom - review manually","https://appliedenergistics.org","https://github.com/AppliedEnergistics/Applied-Energistics-2/issues","NOTICE","1","NOTICE","","","False","","49c18d6a4af487957d7e5a6ad5dcbf71090b8e14","v0.0.1-Alpha","XxWD5pD3","ae2","Applied Energistics 2","LicenseRef-Multiple","","https://github.com/AppliedEnergistics/Applied-Energistics-2#license","Custom (LicenseRef)","https://modrinth.com/mod/ae2","ModrinthCustom"
"AppliedFlux-1.21-2.1.4-neoforge.jar","False","","NeoForge","appflux, neoforge, minecraft, ae2, guideme, glodium, mekanism, modern_industrialization","AppliedFlux","1.21-2.1.4-neoforge","GlodBlock","Ridanisaurus for the new textures.","LGPL-3.0","LGPL","Weak copyleft","https://github.com/GlodBlock/ExtendedAE","https://github.com/GlodBlock/ExtendedAE/issues","","0","","","","False","","741e856b0c928fc15b59e92d98ea75ef98541ee8","v0.0.1-Alpha","oMgZ004U","appflux","Applied Flux","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/appflux","Match"
"Aquaculture-1.21.1-2.7.21.jar","False","","NeoForge","aquaculture, neoforge","Aquaculture 2","2.7.21","Shadowclaimer, Girafi","Glassmaker, lclc98, Freyja, and Rebelkeithy","All Rights Reserved","All Rights Reserved","ARR - check terms","https://minecraft.curseforge.com/projects/aquaculture","https://github.com/TeamMetallurgy/Aquaculture/issues","","0","","","","False","","93c2043c6a5cfbfbfba93321d044bc61d8a6547b","v0.0.1-Alpha","Vl1uNAuy","aquaculture","Aquaculture 2","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/aquaculture","Match"
"architectury-13.0.8-neoforge.jar","False","","NeoForge","architectury, minecraft, neoforge","Architectury","13.0.8","shedaniel","","GNU LGPLv3","LGPL","Weak copyleft","","https://github.com/shedaniel/architectury/issues","","0","","","","False","","6ca11d3cc136bf69bb8f4d56982481eb85b5100b","v0.0.1-Alpha","lhGA9TYQ","architectury-api","Architectury API","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/architectury-api","Match"
"ars_additions-1.21.1-21.3.0.jar","False","","NeoForge","ars_additions, neoforge, minecraft, curios, ars_nouveau","Ars Additions","1.21.1-21.3.0","Jarva","Thanks to Eru for all the art, Wayoftime for structures and MerchantPug for assistance porting.","LGPLv3","LGPL","Weak copyleft","","https://github.com/Jarva/Ars-Additions/issues","","0","","","","False","","ce2440b606acb20b79a42bf7c6c24d163c93241f","v0.0.1-Alpha","GYK6Gk8R","ars-additions","Ars Additions","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/ars-additions","Match"
"ars_controle-1.21.1-1.6.15.jar","False","","NeoForge","ars_controle, neoforge, minecraft, curios, ars_nouveau","Ars Controle","1.21.1-1.6.15","Qther","","LGPLv3","LGPL","Weak copyleft","","https://github.com/Qther/Ars-Controle/issues","","0","","","","False","","fdf381d5733698abe336354c7541299ab495ecae","v0.0.1-Alpha","gL8ijqNQ","ars-controle","Ars Controle","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/ars-controle","Match"
"ars_creo-1.21.1-5.4.0.jar","False","","NeoForge","ars_creo, neoforge, minecraft, ars_nouveau, create","Ars Creo","${file.jarVersion}","Bailey","","LGPLv3","LGPL","Weak copyleft","","https://github.com/baileyholl/ars-creo/issues","","0","","","","False","","22a6afd4fbe76354acc9c1ba076c89a94d120d94","v0.0.1-Alpha","fZ324GMc","ars-creo","Ars Creo","GPL-3.0-only","GNU General Public License v3.0 only","","Strong copyleft","https://modrinth.com/mod/ars-creo","MISMATCH"
"ars_elemancy-1.21.1-1.18.3.jar","False","","NeoForge","ars_elemancy, minecraft, ars_nouveau, ars_elemental","Ars Elemancy","${file.jarVersion}","Lyrellion","Thanks to the Ars Nouveau team","GNU Lesser General Public License v3.0","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/ars-elemancy","https://github.com/Lyrellion/Ars-Elemancy/issues","","0","","","","False","","f7e01437c86fc74e2abb2ad93554dc20c30b214b","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ars_elemental-1.21.1-0.7.10.0.jar","False","","NeoForge","ars_elemental, minecraft, ars_nouveau, ars_creo","Ars Elemental","${file.jarVersion}","Alexthw","Thanks to Bailey for Ars Nouveau API, Sammy; and elucent for learning how to code mods","GNU Lesser General Public License v3.0","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/ars-elemental-elemental-spell-foci","https://github.com/Alexthw46/Ars-Elemental/issues","","0","","","","False","","c3612b9154508fd974863858364617f93c392905","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ars_nouveau-1.21.1-5.12.1.jar","False","","NeoForge","ars_nouveau, neoforge, curios, geckolib","Ars Nouveau","${file.jarVersion}","Bailey Hollingsworth","Vazkii, Azanor, Elucent, Gigaherz","GNU GENERAL PUBLIC LICENSE","GPL","Strong copyleft","","https://github.com/baileyholl/Ars-Nouveau","META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt","12","","META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt","","False","","ca5800c6fa315bbf8fd8d833564f98a5f27b81bc","v0.0.1-Alpha","TKB6INcv","ars-nouveau","Ars Nouveau","GPL-3.0-only","GNU General Public License v3.0 only","","Strong copyleft","https://modrinth.com/mod/ars-nouveau","Match"
"ars_ocultas-1.21.1-2.4.1.jar","False","","NeoForge","ars_ocultas, minecraft, ars_nouveau, occultism","Ars Ocultas","2.4.1","mystchonky","","GNU Lesser General Public License v3.0","LGPL","Weak copyleft","","https://github.com/dphaldes/Ars-Ocultas/issues","","0","","","","False","","b1ce2428d28713e50da6e93a421d8b97cc448f6f","v0.0.1-Alpha","Tsw8vbks","ars-ocultas","Ars Ocultas","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/ars-ocultas","Match"
"ars_technica-1.21.1-2.7.6.jar","False","","NeoForge","ars_technica, minecraft, ars_nouveau, create, neoforge","Ars Technica","2.7.6","zeroregard","Alexthw, BaileyHoll, Jarva, and a bunch of other awesome Starbuncles","GNU Lesser General Public License v3.0","LGPL","Weak copyleft","","http://my.issue.tracker/","","0","","","","False","","adb2641d538375f6eff6a22f0196bb330ab0b171","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"ars_unification-1.2.18.jar","False","","NeoForge","ars_unification, neoforge, minecraft, ars_nouveau, not_enough_glyphs, jei, emi, mekanism, enderio_machines, immersiveengineering, integrateddynamics, actuallyadditions, modern_industrialization, occultism, farmersdelight, ae2, ars_technica","Ars Unification","1.2.18","Qther","Authors of Ars Nouveau, Ars Omega, Not Enough Glyphs, Actually Additions, Ender IO, Farmer's Delight, Immersive Engineering, Integrated Dynamics, Mekanism, Modern Industrialization, and Occultism","GNU LGPL 3.0","LGPL","Weak copyleft","https://github.com/Vonr/Ars-Unification","https://github.com/Vonr/Ars-Unification/issues","","0","","","","False","","7e1ed50f6f29dcbf04c08363c5b2174adcb205e4","v0.0.1-Alpha","fRdwEsp6","ars-unification","Ars Unification","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","https://github.com/Vonr/Ars-Unification/blob/master/LICENSE.txt","Weak copyleft","https://modrinth.com/mod/ars-unification","Match"
"arsdelight-2.2.2.jar","False","","NeoForge","arsdelight, neoforge, minecraft, farmersdelight, ars_nouveau","Ars Nouveau's Flavors & Delight","2.2.2","lcy0x1","","LGPL-2.1","LGPL","Weak copyleft","","","","0","","","","False","","29fcc302f3b12963bc0042bd553f5dc6a09bcf93","v0.0.1-Alpha","BwbT0OZE","arsdelight","Ars Nouveau's Flavors & Delight","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/arsdelight","Match"
"arseng-2.1.1-beta.jar","False","","NeoForge","arseng, ae2, ars_nouveau","Ars Énergistique","2.1.1-beta","90, dkmk100","","LGPLv3.0","LGPL","Weak copyleft","https://github.com/62832/ArsEnergique","https://github.com/62832/ArsEnergique/issues","","0","","","","False","","e46e7cf5c4fc5f48d1b1ea025eb59c484811b2c6","v0.0.1-Alpha","IJI3QuK8","ars-energistique","Ars Énergistique","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/ars-energistique","Match"
"artifacts-neoforge-13.2.1.jar","False","","NeoForge","artifacts, neoforge, minecraft","Artifacts","13.2.1","ochotonida","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/artifacts","https://github.com/ochotonida/artifacts/issues","","0","","","","False","","3fe4d52cc0b11d91c75005030e83e3f675e62383","v0.0.1-Alpha","P0Mu4wcQ","artifacts","Artifacts","MIT","MIT License","","Permissive","https://modrinth.com/mod/artifacts","Match"
"ascended_quark-1.21.1-1.1.7.jar","False","","NeoForge","ascended_quark, neoforge, minecraft, aether, quark, terrablender, aeroblender, deep_aether","Ascended Quark","1.1.7","RazorDevs","A special thanks goes to the creators behind Quark and the Aether mods!","LGPL-3.0","LGPL","Weak copyleft","","https://github.com/RazorDevs/Ascended-Quark/issues","","0","","","","False","","a8ccd88ec9e48d716775422763986ad564cf3fd8","v0.0.1-Alpha","SqIC1Dq9","ascended-quark","Ascended Quark","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/ascended-quark","Match"
