"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","Sha1","PackVersion"
"[1.21.1] SecurityCraft v1.10.2.1.jar","False","","NeoForge","securitycraft, neoforge, minecraft","SecurityCraft","${file.jarVersion}","Geforce, bl4ckscor3, Redstone_Dubstep, and ChainmailPickaxe","Thanks to all of you guys for your support!","MIT https://github.com/Geforce132/SecurityCraft/blob/master/LICENSE","MIT","Permissive","https://discord.gg/U8DvBAW","http://github.com/Geforce132/SecurityCraft/issues","","8760079e80039f982f1a92d3ee9d60a2bcab3251","v0.0.1-Alpha"
"[Neoforge]ctov-3.6.3.jar","False","","NeoForge","ctov, lithostitched, neoforge, minecraft","ChoiceTheorem's Overhauled Village","3.6.3","ChoiceTheorem","","BY-NC-ND-4.0","BY-NC-ND-4.0","Custom - review manually","https://modrinth.com/mod/ct-overhaul-village","https://github.com/ChoiceTheorem/ChoiceTheorem-s-overhauled-village/issues","","c5fe733d743af20f84eb87dd75b5bb57684f3e05","v0.0.1-Alpha"
"accelerated-decay-neoforge-21.0.0.jar","False","","NeoForge","accelerateddecay, neoforge, minecraft, architectury","Accelerated Decay","21.0.0","ErrorMikey","","GPL3","GPL","Strong copyleft","","https://github.com/Nanite/AcceleratedDecay/issues","","b023fe4daf1379f0f4233bea02ba112f3854db3e","v0.0.1-Alpha"
"aces_spell_utils-1.2.7.0-1.21.1.jar","False","","NeoForge","aces_spell_utils, neoforge, minecraft","Ace's Spell Utils","1.2.7.0-1.21.1","Ace The Eldritch King","","MIT","MIT","Permissive","","","","c3ed4efdec81017f5f64bb3176fedf98c60f1e5e","v0.0.1-Alpha"
"additional_lights-neoforge-1.21-2.1.10.jar","False","","NeoForge","additional_lights, neoforge, minecraft","Additional Lights","2.1.10","mgen256","","MIT License","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/additional-lights","","","8dc485146437e8ac40dd29e10747601fd4e372ca","v0.0.1-Alpha"
"AdditionalEnchantedMiner-1.21.1-neoforge-21.1.153.jar","False","","NeoForge","quarryplus, neoforge","QuarryPlus","21.1.153","Kotori316","Kotori316","GNU Lesser General Public License v3.0","GNU Lesser General Public License v3.0","Custom - review manually","https://github.com/Kotori316/QuarryPlus","https://github.com/Kotori316/QuarryPlus/issues","","52caa75215b244871e274152fb2174320287ca72","v0.0.1-Alpha"
"addonslib-neoforge-1.21.1-1.13.jar","False","","NeoForge","addonslib, neoforge, minecraft","AddonsLib","1.21.1-1.13","Samlegamer","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/addonslib","https://github.com/Samlegamer/AddonsLib","LICENSE_AddonsLib","bd45556ba6b476e7656a6c97e9f398e5f0a91f2c","v0.0.1-Alpha"
"AdvancedAE-1.6.11-1.21.1.jar","False","","NeoForge","advanced_ae, neoforge, minecraft, ae2, ae2addonlib, geckolib, ae2wtlib_api, ae2wtlib","Advanced AE","1.6.11-1.21.1","Pedroksl","Ridanisaurus Rid for texture style, Jm³ and Sea_Kerman for models","LGPL-3.0","LGPL","Weak copyleft","https://github.com/pedroksl/AdvancedAE","https://github.com/pedroksl/AdvancedAE/issues","","0af8033f7291b9f5062b229053e16b439a906db9","v0.0.1-Alpha"
"advancednetherite-neoforge-2.3.1-1.21.1.jar","False","","NeoForge","advancednetherite, neoforge, minecraft","Advanced Netherite","2.3.1","Autovw","","GNU General Public License v3.0","GNU General Public License v3.0","Custom - review manually","https://github.com/Autovw/AdvancedNetherite/wiki","https://github.com/Autovw/AdvancedNetherite/issues","","99003aafa635f316bdcf2db4a70989890a4d944d","v0.0.1-Alpha"
"AdvancedPeripherals-1.21.1-0.7.62b.jar","False","","NeoForge","advancedperipherals, neoforge, minecraft, computercraft, ae2, minecolonies, patchouli, mekanism","Advanced Peripherals","0.7.62b","Srendi","","All rights reserved","All Rights Reserved","ARR - check terms","https://docs.intelligence-modding.de/","https://github.com/Seniorendi/AdvancedPeripherals/issues","","fcbd66eb380e2712c0d00c1c7fb1c55bf0cdc470","v0.0.1-Alpha"
"AdvancementPlaques-1.21.1-neoforge-1.6.8.jar","False","","NeoForge","advancementplaques, neoforge, minecraft, iceberg, prism, toastcontrol","Advancement Plaques","1.6.8","Grend","","CC BY-NC-ND 4.0","CC BY-NC","CC (non-commercial)","https://anthonyhilyard.com/","","","829d33e71b30e9158d772f5963bb6020f6026d78","v0.0.1-Alpha"
"ae2ct-1.21.1-1.1.1.jar","False","","NeoForge","ae2ct, neoforge, minecraft, ae2","AE2:Crafting Tree","1.21.1-1.1.1","Neuvillette","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","2e425a9dc8891bdcd3b2914506d1bc33414b61be","v0.0.1-Alpha"
"ae2importexportcard-1.21.1-1.5.0.jar","False","","NeoForge","ae2importexportcard, ae2, ae2wtlib, neoforge, minecraft","AE2 Import Export Card","1.21.1-1.5.0","Ultramega","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/ae2-import-export-card","https://github.com/starforcraft/AE2-Import-Export-Card/issues/new/choose","","4434d42eace0e574ecb42dffb7770f9f927d71e1","v0.0.1-Alpha"
"ae2jeiintegration-1.2.1.jar","False","","NeoForge","ae2jeiintegration, ae2, jei","AE2 JEI Integration","1.2.1","Tamaized, mezz","","LGPL-3.0","LGPL","Weak copyleft","","","","e99898b3e9c32bf6ac757e7ad50247746622cdfc","v0.0.1-Alpha"
"AE2NetworkAnalyzer-1.21-2.1.5-neoforge.jar","False","","NeoForge","ae2netanalyser, neoforge, minecraft, ae2, glodium","AE2NetworkAnalyzer","1.21-2.1.5-neoforge","GlodBlock","bdew","LGPL-3.0","LGPL","Weak copyleft","https://github.com/GlodBlock/ExtendedAE","https://github.com/GlodBlock/ExtendedAE/issues","","c6cb26a2031687d801bf1763dc0c75cd92f3715c","v0.0.1-Alpha"
"ae2wtlib-19.5.0.jar","False","","NeoForge","ae2wtlib, ae2wtlib_api, ae2, curios, extendedae, megacells","AE2WTLib","19.5.0","mari_023, Ridanisaurus","","MIT","MIT","Permissive","","https://github.com/Mari023/AE2WirelessTerminalLibrary/issues","","de72e7f4d8d9d29dbe7f8790644b32f6c5b9655f","v0.0.1-Alpha"
"aeinfinitybooster-neoforge-1.21.1-1.0.0.54.jar","False","","NeoForge","aeinfinitybooster, neoforge, minecraft, ae2","AEInfinityBooster","1.21.1-1.0.0.54","Hexeption","","GNU Lesser General Public License","GNU Lesser General Public License","Custom - review manually","","","","d00daf281a852358022b936a21ae272578f00afd","v0.0.1-Alpha"
"aether_protect_your_moa-1.21.1-1.0.0-neoforge.jar","False","","NeoForge","aether_protect_your_moa, neoforge, aether, minecraft","Protect Your Moa","1.0.0","bconlon, Oz Payn","The Aether Team","Assets: All Rights Reserved; Code: LGPL-3.0","LGPL","Weak copyleft","https://modrinth.com/mod/aether-protect-your-moa","https://github.com/The-Aether-Team/Protect-Your-Moa/issues","","3fb4e3df7f3ad33f80c76c4cb77e5041fcce1409","v0.0.1-Alpha"
"aether-1.21.1-1.5.10-neoforge.jar","False","","NeoForge","aether, neoforge, minecraft","The Aether","1.5.10","AlphaMode, baguchi, bconlon, Blodhgarm, Burning Cactus, Drullkus, Hugo Payn, Jaryt, Katie 'Oz' Payn, quek, Raptor, reetam, RENREN, sunsette","The Aether Team, former Aether Team Collaborators for their prior work on The Aether Mod, Modding Legacy for their work on Aether Legacy, GitHub contributors for their additional help, and the Wisp Forest Team for Accessories, the source code of which can be found at https://github.com/wisp-forest","Assets: All Rights Reserved; Code: LGPL-3.0","LGPL","Weak copyleft","https://modrinth.com/mod/aether","https://github.com/The-Aether-Team/The-Aether/issues","","7554b1dd391b8dd06a810918ec705d0493f693eb","v0.0.1-Alpha"
"AetherVillages-1.21.1-1.0.8-neoforge.jar","False","","NeoForge","aether_villages, neoforge, minecraft, architectury","Aether Villages","1.0.8","Aureljz, DiamondTown","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0795d6a8934c90475c930149940937d6bea515af","v0.0.1-Alpha"
"alltheleaks-1.1.9+1.21.1-neoforge.jar","False","","NeoForge","alltheleaks, neoforge, minecraft, irons_spellbooks, railcraft, geckolib, entityculling, dummmmmmy, pneumaticcraft, ambientsounds, occultism","All The Leaks","1.1.9+1.21.1-neoforge","Uncandango","","MIT","MIT","Permissive","","","","2e9d1bc9bb9801af070f59a808db232c2a6526dd","v0.0.1-Alpha"
"Almanac-1.21.1-2-neoforge-1.5.2.jar","False","","NeoForge","almanac, neoforge, minecraft","Almanac","1.5.2","frikinjay","","GNU LGPL 3.0","LGPL","Weak copyleft","","https://github.com/frikinjay/almanac","","d613dbc38ca5bcc718408db432385c2e67ac763f","v0.0.1-Alpha"
"almostunified-neoforge-1.21.1-1.4.2.jar","False","","NeoForge","almostunified, neoforge, minecraft, jei, roughlyenoughitems, emi","AlmostUnified","1.21.1-1.4.2","Almost Reliable","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/AlmostReliable/almostunified/issues","","f9a58fa95780f4b045d30559c1fdaedaa7f0fba3","v0.0.1-Alpha"
"AmbientSounds_NEOFORGE_v6.3.8_mc1.21.1.jar","False","","NeoForge","ambientsounds, neoforge, minecraft, creativecore","AmbientSounds","6.3.8","CreativeMD","","LGPL-3.0-only","LGPL","Weak copyleft","https://modrinth.com/mod/ambientsounds","https://github.com/CreativeMD/AmbientSounds/issues","","c79ab328b2c46068effebdcb3f26e98dc4404cb0","v0.0.1-Alpha"
"amendments-neoforge-1.21-2.1.7.jar","False","","NeoForge","amendments, neoforge, minecraft, moonlight","Amendments","1.21-2.1.7","MehVahdJukaar, Plantkillable","MehVahdJukaar","Supplementaries Team License v.1.5","Supplementaries Team License v.1.5","Custom - review manually","","https://github.com/MehVahdJukaar/amendments/issues","LICENSE_Amendments.md","69b9a6243a1513f7e40780367c40d23a4d687439","v0.0.1-Alpha"
"aperture_innovations-neoforge-2.1.1.jar","False","","NeoForge","aperture_innovations, neoforge, minecraft, geckolib","Aperture Innovations","2.1.1","mistersecret312","","MIT","MIT","Permissive","","","","38568a44bfc3d20dfc2815a15cca955d8c926293","v0.0.1-Alpha"
"Apotheosis-1.21.1-8.5.4.jar","False","","NeoForge","apotheosis, minecraft, neoforge, placebo, apothic_attributes, apothic_spawners, apothic_enchanting, curios, gateways","Apotheosis","8.5.4","Shadows_of_Fire","","MIT License (code) / All Rights Reserved (assets)","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/apotheosis","","","24c28cdf26514148a92f7b8c620ec54a2cd2c9ca","v0.0.1-Alpha"
"ApothicAttributes-1.21.1-2.9.1.jar","False","","NeoForge","apothic_attributes, minecraft, neoforge, placebo","Apothic Attributes","2.9.1","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","55f1201784b250d4304c67ccf6274928bc894f29","v0.0.1-Alpha"
"ApothicEnchanting-1.21.1-1.5.3.jar","False","","NeoForge","apothic_enchanting, minecraft, neoforge, placebo, apothic_attributes","Apothic Enchanting","1.5.3","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","751276a13db49a5f2202e50715b8864f5ae40cb6","v0.0.1-Alpha"
"ApothicSpawners-1.21.1-1.3.4.jar","False","","NeoForge","apothic_spawners, minecraft, neoforge, placebo","Apothic Spawners","1.3.4","Shadows_of_Fire","","MIT License","MIT","Permissive","","","","26d701238bdb76a497a64f588409419ad067e557","v0.0.1-Alpha"
"Applied-Mekanistics-1.6.3.jar","False","","NeoForge","appmek, neoforge, ae2, mekanism","Applied Mekanistics","1.6.3","ramidzkh","","See GitHub repository for details","See GitHub repository for details","Custom - review manually","https://github.com/AppliedEnergistics/Applied-Mekanistics#readme","https://github.com/AppliedEnergistics/Applied-Mekanistics/issues","","bec4a47269ec23bca2329742e13409bfde69c5c3","v0.0.1-Alpha"
"appliede-1.0.8-beta.jar","False","","NeoForge","appliede, ae2, projecte, ae2wtlib, teamprojecte","AppliedE","1.0.8-beta","90","","LGPLv3.0","LGPL","Weak copyleft","https://github.com/62832/AppliedE","https://github.com/62832/AppliedE/issues","LICENSE_appliede","86e302e0d2ee039b74590d13caf50d9636957cfc","v0.0.1-Alpha"
"appliedenergistics2-19.2.17.jar","False","","NeoForge","ae2, neoforge, minecraft, guideme, emi, theoneprobe, jade, vanillafix","Applied Energistics 2","19.2.17","Team AppliedEnergistics","","See GitHub repository for details","See GitHub repository for details","Custom - review manually","https://appliedenergistics.org","https://github.com/AppliedEnergistics/Applied-Energistics-2/issues","NOTICE","49c18d6a4af487957d7e5a6ad5dcbf71090b8e14","v0.0.1-Alpha"
"AppliedFlux-1.21-2.1.4-neoforge.jar","False","","NeoForge","appflux, neoforge, minecraft, ae2, guideme, glodium, mekanism, modern_industrialization","AppliedFlux","1.21-2.1.4-neoforge","GlodBlock","Ridanisaurus for the new textures.","LGPL-3.0","LGPL","Weak copyleft","https://github.com/GlodBlock/ExtendedAE","https://github.com/GlodBlock/ExtendedAE/issues","","741e856b0c928fc15b59e92d98ea75ef98541ee8","v0.0.1-Alpha"
"Aquaculture-1.21.1-2.7.21.jar","False","","NeoForge","aquaculture, neoforge","Aquaculture 2","2.7.21","Shadowclaimer, Girafi","Glassmaker, lclc98, Freyja, and Rebelkeithy","All Rights Reserved","All Rights Reserved","ARR - check terms","https://minecraft.curseforge.com/projects/aquaculture","https://github.com/TeamMetallurgy/Aquaculture/issues","","93c2043c6a5cfbfbfba93321d044bc61d8a6547b","v0.0.1-Alpha"
"architectury-13.0.8-neoforge.jar","False","","NeoForge","architectury, minecraft, neoforge","Architectury","13.0.8","shedaniel","","GNU LGPLv3","LGPL","Weak copyleft","","https://github.com/shedaniel/architectury/issues","","6ca11d3cc136bf69bb8f4d56982481eb85b5100b","v0.0.1-Alpha"
"ars_additions-1.21.1-21.3.0.jar","False","","NeoForge","ars_additions, neoforge, minecraft, curios, ars_nouveau","Ars Additions","1.21.1-21.3.0","Jarva","Thanks to Eru for all the art, Wayoftime for structures and MerchantPug for assistance porting.","LGPLv3","LGPL","Weak copyleft","","https://github.com/Jarva/Ars-Additions/issues","","ce2440b606acb20b79a42bf7c6c24d163c93241f","v0.0.1-Alpha"
"ars_controle-1.21.1-1.6.15.jar","False","","NeoForge","ars_controle, neoforge, minecraft, curios, ars_nouveau","Ars Controle","1.21.1-1.6.15","Qther","","LGPLv3","LGPL","Weak copyleft","","https://github.com/Qther/Ars-Controle/issues","","fdf381d5733698abe336354c7541299ab495ecae","v0.0.1-Alpha"
"ars_creo-1.21.1-5.4.0.jar","False","","NeoForge","ars_creo, neoforge, minecraft, ars_nouveau, create","Ars Creo","${file.jarVersion}","Bailey","","LGPLv3","LGPL","Weak copyleft","","https://github.com/baileyholl/ars-creo/issues","","22a6afd4fbe76354acc9c1ba076c89a94d120d94","v0.0.1-Alpha"
"ars_elemancy-1.21.1-1.18.3.jar","False","","NeoForge","ars_elemancy, minecraft, ars_nouveau, ars_elemental","Ars Elemancy","${file.jarVersion}","Lyrellion","Thanks to the Ars Nouveau team","GNU Lesser General Public License v3.0","GNU Lesser General Public License v3.0","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/ars-elemancy","https://github.com/Lyrellion/Ars-Elemancy/issues","","f7e01437c86fc74e2abb2ad93554dc20c30b214b","v0.0.1-Alpha"
"ars_elemental-1.21.1-0.7.10.0.jar","False","","NeoForge","ars_elemental, minecraft, ars_nouveau, ars_creo","Ars Elemental","${file.jarVersion}","Alexthw","Thanks to Bailey for Ars Nouveau API, Sammy; and elucent for learning how to code mods","GNU Lesser General Public License v3.0","GNU Lesser General Public License v3.0","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/ars-elemental-elemental-spell-foci","https://github.com/Alexthw46/Ars-Elemental/issues","","c3612b9154508fd974863858364617f93c392905","v0.0.1-Alpha"
"ars_nouveau-1.21.1-5.12.1.jar","False","","NeoForge","ars_nouveau, neoforge, curios, geckolib","Ars Nouveau","${file.jarVersion}","Bailey Hollingsworth","Vazkii, Azanor, Elucent, Gigaherz","GNU GENERAL PUBLIC LICENSE","GNU GENERAL PUBLIC LICENSE","Custom - review manually","","https://github.com/baileyholl/Ars-Nouveau","META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE.txt; META-INF/NOTICE.txt","ca5800c6fa315bbf8fd8d833564f98a5f27b81bc","v0.0.1-Alpha"
"ars_ocultas-1.21.1-2.4.1.jar","False","","NeoForge","ars_ocultas, minecraft, ars_nouveau, occultism","Ars Ocultas","2.4.1","mystchonky","","GNU Lesser General Public License v3.0","GNU Lesser General Public License v3.0","Custom - review manually","","https://github.com/dphaldes/Ars-Ocultas/issues","","b1ce2428d28713e50da6e93a421d8b97cc448f6f","v0.0.1-Alpha"
"ars_technica-1.21.1-2.7.6.jar","False","","NeoForge","ars_technica, minecraft, ars_nouveau, create, neoforge","Ars Technica","2.7.6","zeroregard","Alexthw, BaileyHoll, Jarva, and a bunch of other awesome Starbuncles","GNU Lesser General Public License v3.0","GNU Lesser General Public License v3.0","Custom - review manually","","http://my.issue.tracker/","","adb2641d538375f6eff6a22f0196bb330ab0b171","v0.0.1-Alpha"
"ars_unification-1.2.18.jar","False","","NeoForge","ars_unification, neoforge, minecraft, ars_nouveau, not_enough_glyphs, jei, emi, mekanism, enderio_machines, immersiveengineering, integrateddynamics, actuallyadditions, modern_industrialization, occultism, farmersdelight, ae2, ars_technica","Ars Unification","1.2.18","Qther","Authors of Ars Nouveau, Ars Omega, Not Enough Glyphs, Actually Additions, Ender IO, Farmer's Delight, Immersive Engineering, Integrated Dynamics, Mekanism, Modern Industrialization, and Occultism","GNU LGPL 3.0","LGPL","Weak copyleft","https://github.com/Vonr/Ars-Unification","https://github.com/Vonr/Ars-Unification/issues","","7e1ed50f6f29dcbf04c08363c5b2174adcb205e4","v0.0.1-Alpha"
"arsdelight-2.2.2.jar","False","","NeoForge","arsdelight, neoforge, minecraft, farmersdelight, ars_nouveau","Ars Nouveau's Flavors & Delight","2.2.2","lcy0x1","","LGPL-2.1","LGPL","Weak copyleft","","","","29fcc302f3b12963bc0042bd553f5dc6a09bcf93","v0.0.1-Alpha"
"arseng-2.1.1-beta.jar","False","","NeoForge","arseng, ae2, ars_nouveau","Ars Énergistique","2.1.1-beta","90, dkmk100","","LGPLv3.0","LGPL","Weak copyleft","https://github.com/62832/ArsEnergique","https://github.com/62832/ArsEnergique/issues","","e46e7cf5c4fc5f48d1b1ea025eb59c484811b2c6","v0.0.1-Alpha"
"artifacts-neoforge-13.2.1.jar","False","","NeoForge","artifacts, neoforge, minecraft","Artifacts","13.2.1","ochotonida","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/artifacts","https://github.com/ochotonida/artifacts/issues","","3fe4d52cc0b11d91c75005030e83e3f675e62383","v0.0.1-Alpha"
"ascended_quark-1.21.1-1.1.7.jar","False","","NeoForge","ascended_quark, neoforge, minecraft, aether, quark, terrablender, aeroblender, deep_aether","Ascended Quark","1.1.7","RazorDevs","A special thanks goes to the creators behind Quark and the Aether mods!","LGPL-3.0","LGPL","Weak copyleft","","https://github.com/RazorDevs/Ascended-Quark/issues","","a8ccd88ec9e48d716775422763986ad564cf3fd8","v0.0.1-Alpha"
"assemblyline-1.21.1-0.8.2.jar","False","","NeoForge","assemblyline, voltaic","Assembly Line","0.8.2","aurilisdev, skip999","Thanks to all contributors. Brazil lang file by FITFC. Russian lang file by Quarkrus.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/aurilisdev/Assembly-Line","https://github.com/aurilisdev/Assembly-Line","","695a6ba2cbaf314b1de84f712c62ef2fc377929c","v0.0.1-Alpha"
"athena-neoforge-1.21.1-4.0.6.jar","False","","NeoForge","athena, neoforge, minecraft","Athena","4.0.6","ThatGravyBoat","","MIT","MIT","Permissive","https://modrinth.com/mod/athena-ctm","https://github.com/terrarium-earth/athena/issues","","4bcbdf388bd5e387beca7c627224aac33584b55b","v0.0.1-Alpha"
"atlas_api-1.21.1-1.2.0.jar","False","","NeoForge","atlas_api, neoforge, minecraft","Atlas API","1.21.1-1.2.0","Iron431","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","79487e97bd6dbbd6cfbdbcd4fbf1a7ac34fb8998","v0.0.1-Alpha"
"attributefix-neoforge-1.21.1-21.1.3.jar","False","","NeoForge","attributefix, neoforge, minecraft, bookshelf, prickle","AttributeFix","21.1.3","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Spencer Gilbert, Tobias Ward, techsquirrel, Pongo Sapiens, noobanidus, Darkosto","LGPL 2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/attributefix","https://github.com/Darkhax-Minecraft/AttributeFix/issues","license_attributefix.txt","7aae849f6d2a6cb1368227407ea5deb552e100ba","v0.0.1-Alpha"
"Auroras-1.21-1.6.2.jar","False","","NeoForge","auroras, tfc, aether, aether_ii, neoforge, minecraft","Auroras","1.6.2","Verph","","BSD 2","BSD","Permissive","https://www.curseforge.com/minecraft/mc-mods/auroras","","","2a27027b3c95823e4bf7e0aa635b92742ca407e0","v0.0.1-Alpha"
"authme-neoforge-9.0.1+1.21.1.jar","False","","NeoForge","authme, neoforge, minecraft, resourcefulconfig","Auth Me","9.0.1+1.21.1","axieum","","MIT","MIT","Permissive","https://github.com/axieum/authme","https://github.com/axieum/authme/issues","LICENCE.txt","13d12989930705e645f82c625d25ac26bce589e5","v0.0.1-Alpha"
"ballistix-1.21.1-1.0.9.jar","False","","NeoForge","ballistix, voltaic","Ballistix","1.0.9","aurilisdev, skip999","Thanks to all contributors","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/aurilisdev/Ballistix","https://github.com/aurilisdev/Ballistix","","ef1af17e91fcb35d4c1c0c359b337820adfe351d","v0.0.1-Alpha"
"balm-neoforge-1.21.1-21.0.59.jar","False","","NeoForge","balm, neoforge, minecraft","Balm","21.0.59","BlayTheNinth","BlayTheNinth","All Rights Reserved","All Rights Reserved","ARR - check terms","https://mods.twelveiterations.com/","https://github.com/TwelveIterations/Balm/issues","LICENSE_Balm","f6a16626890644544c1f6d345f6df9bba808ea52","v0.0.1-Alpha"
"baubley-heart-canisters-1.21.1-1.4.1.jar","False","","NeoForge","bhc","Baubley Heart Canisters","1.21.1-1.4.1","Traverse_Joe","Thanks goes to Up who helped with original build. Also Abused_Master for helping when i bugged him.","MIT","MIT","Permissive","https://www.curseforge.com/projects/282947","https://github.com/Traverse-Joe/Baubley-Heart-Canisters/issues","","af4d0ffd7eff13556106c247277b67c3a0be8e53","v0.0.1-Alpha"
"bellsandwhistles-0.4.7-1.21.1.jar","False","","NeoForge","bellsandwhistles, neoforge, minecraft, create","Create: Bells & Whistles","0.4.7-1.21.1","lev","","GPL-3.0","GPL","Strong copyleft","","","","85944080f8bd47dad64a8193a70662cd9ddbb200","v0.0.1-Alpha"
"better-compatability-checker-neoforge-21.1.8.jar","False","","NeoForge","bcc, neoforge, minecraft","Better Compatibility Checker","21.1.8","Gaz(Gaz492)","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/nanite/BetterCompatibilityChecker","https://github.com/nanite/BetterCompatibilityChecker/issues","LICENSE_bettercompatabilitychecker","186ba3fbacacb0ce93b9c5a5ddca28799c1577cb","v0.0.1-Alpha"
"BetterAdvancements-NeoForge-1.21.1-0.4.3.21.jar","False","","NeoForge","betteradvancements, neoforge, minecraft","Better Advancements","0.4.3.21","way2muchnoise","","\","\","Custom - review manually","https://www.curseforge.com/minecraft/mc-mods/better-advancements","https://github.com/way2muchnoise/BetterAdvancements/issues","","870521cfaa1a4cb6c830e2409e8b9e4cf179aff2","v0.0.1-Alpha"
"betterarcheology-neoforge-1.21.1-1.3.7.jar","False","","NeoForge","betterarcheology, neoforge, minecraft, architectury, resourcefulconfig","Better Archeology","1.21.1-1.3.7","Pandarix","","MIT","MIT","Permissive","","https://github.com/Pandarix/BetterArcheology-MultiLoaded/issues","","24342e731d10a3d33a955e7b10b993a786171e78","v0.0.1-Alpha"
"betterbeds-1.4.0.jar","False","","NeoForge","betterbeds, neoforge, minecraft","Better Beds","1.4.0","TeamMidnightDust, Motschen","","MIT License","MIT","Permissive","","","","48f215da24598e4ad93efc7d0ca0a6f91660069f","v0.0.1-Alpha"
"BetterF3-11.0.3-NeoForge-1.21.1.jar","False","","NeoForge","betterf3, minecraft, cloth_config","BetterF3","11.0.3","TreyRuffy and cominixo","","MIT","MIT","Permissive","https://github.com/TreyRuffy/BetterF3/ | https://modrinth.com/mod/betterf3","https://github.com/TreyRuffy/BetterF3/issues/","LICENSE.txt","8fa17df26d3650416bc124be7a264bc1566a3b26","v0.0.1-Alpha"
"BetterGrassify-1.7.0+neoforge.1.21.1.jar","False","","NeoForge","bettergrass, neoforge, minecraft, fabric_api, yet_another_config_lib_v3","BetterGrassify","1.7.0+neoforge.1.21.1","UltimatChamp, JayemCeekay","","Apache-2.0","Apache-2.0","Permissive","https://github.com/UltimatChamp/BetterGrassify","https://github.com/UltimatChamp/BetterGrassify/issues","","7cf1376b4cb66721cf4795d55eb5a88123591bae","v0.0.1-Alpha"
"bibliobiomes-1.21.1-1.6.3.jar","False","","NeoForge","bibliobiomes, neoforge, minecraft, bibliocraft, biomesoplenty, biomeswevegone, regions_unexplored","Bibliobiomes Legacy","1.6.3","IchHabeHunger54","","MIT","MIT","Permissive","","","","d1c4bca5526f20f0567f4728a6b740d136a3d45e","v0.0.1-Alpha"
"bibliocraft-1.21.1-1.6.5.jar","False","","NeoForge","bibliocraft, jei, minecraft, neoforge","Bibliocraft Legacy","1.6.5","IchHabeHunger54, Minecraftschurli","Nuchaz (original mod author), XFactHD (help with models), the NeoForge Discord team and community (overall help)","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/bibliocraft-legacy","https://github.com/MinecraftschurliMods/Bibliocraft-Legacy/issues","LICENSE","efb35984af1950ead43dc3d2827b3817df277725","v0.0.1-Alpha"
"bibliowoods-1.21.1-1.6.5.jar","False","","NeoForge","bibliowoods, neoforge, minecraft, bibliocraft, aether, allthemodium, ars_nouveau, butchercraft, cobblemon, deep_aether, deeperdarker, eternal_starlight, expandeddelight, extradelight, forbidden_arcanus, garnished, gtceu, hexerei, integrateddynamics, mirthdew_encore, mynethersdelight, occultism, roots, silentgear, thaumon, tropicraft, twilightforest, undergarden, vampirism, werewolves, witchery, wwizardry","Bibliowoods Legacy","1.6.5","IchHabeHunger54","","MIT","MIT","Permissive","","","","e697e42db8d743fadff535735b6e3f51787e251c","v0.0.1-Alpha"
"blastcraft-1.21.1-0.6.2.jar","False","","NeoForge","blastcraft, voltaic","Blastcraft","0.6.2","aurilisdev","Thanks to all contributors. Brazil lang file by FITFC.","All Rights Reserved","All Rights Reserved","ARR - check terms","https://github.com/aurilisdev/Blastcraft","https://github.com/aurilisdev/Blastcraft","","01d21c7ef298cdba72b6d6f452ee8a95af58ae84","v0.0.1-Alpha"
"blockui-1.0.211-1.21.1-snapshot.jar","False","","NeoForge","blockui, neoforge, minecraft","UI Library Mod","1.0.211-1.21.1-snapshot","LDT Team","LDT Team","GPL3","GPL","Strong copyleft","","https://github.com/ldtteam/BlockUI/issues/new/choose","","0ab4e0342b9f1e595d9a891f84747e4e5389c552","v0.0.1-Alpha"
